,決算年度,団体コード ,団体名,表番号,行番号,行名称,001:決算額
832,1992,170003,石川県,5,3,地方交付税,123907609
833,1992,180009,福井県,5,3,地方交付税,117866951
834,1992,190004,山梨県,5,3,地方交付税,119701795
835,1992,200000,長野県,5,3,地方交付税,217336542
836,1992,210005,岐阜県,5,3,地方交付税,162072577
837,1992,220001,静岡県,5,3,地方交付税,88167245
838,1992,230006,愛知県,5,3,地方交付税,0
839,1992,240001,三重県,5,3,地方交付税,150338872
840,1992,250007,滋賀県,5,3,地方交付税,105437172
841,1992,260002,京都府,5,3,地方交付税,117720880
842,1992,270008,大阪府,5,3,地方交付税,0
843,1992,280003,兵庫県,5,3,地方交付税,204022696
844,1992,290009,奈良県,5,3,地方交付税,135986838
845,1992,300004,和歌山県,5,3,地方交付税,156271367
846,1992,310000,鳥取県,5,3,地方交付税,134887510
847,1992,320005,島根県,5,3,地方交付税,188690645
848,1992,330001,岡山県,5,3,地方交付税,171916937
849,1992,340006,広島県,5,3,地方交付税,182771517
850,1992,350001,山口県,5,3,地方交付税,180067935
851,1992,360007,徳島県,5,3,地方交付税,158312693
852,1992,370002,香川県,5,3,地方交付税,111675803
853,1992,380008,愛媛県,5,3,地方交付税,187464423
854,1992,390003,高知県,5,3,地方交付税,189672607
855,1992,400009,福岡県,5,3,地方交付税,243059773
856,1992,410004,佐賀県,5,3,地方交付税,151315852
857,1992,420000,長崎県,5,3,地方交付税,235704497
858,1992,430005,熊本県,5,3,地方交付税,235100928
859,1992,440001,大分県,5,3,地方交付税,187827802
860,1992,450006,宮崎県,5,3,地方交付税,199606099
861,1992,460001,鹿児島県,5,3,地方交付税,283014728
862,1992,470007,沖縄県,5,3,地方交付税,190274635
863,1992,合計(全国),,5,3,地方交付税,8207976609
864,1992,10006,北海道,5,12,国庫支出金,659744914
865,1992,20001,青森県,5,12,国庫支出金,187132140
866,1992,30007,岩手県,5,12,国庫支出金,183169543
867,1992,40002,宮城県,5,12,国庫支出金,171472234
868,1992,50008,秋田県,5,12,国庫支出金,152806592
869,1992,60003,山形県,5,12,国庫支出金,141400049
870,1992,70009,福島県,5,12,国庫支出金,212591068
871,1992,80004,茨城県,5,12,国庫支出金,187372922
872,1992,90000,栃木県,5,12,国庫支出金,139453854
873,1992,100005,群馬県,5,12,国庫支出金,143745194
874,1992,110001,埼玉県,5,12,国庫支出金,249768374
875,1992,120006,千葉県,5,12,国庫支出金,246131914
876,1992,130001,東京都,5,12,国庫支出金,422273891
877,1992,140007,神奈川県,5,12,国庫支出金,228384139
878,1992,150002,新潟県,5,12,国庫支出金,299773343
879,1992,160008,富山県,5,12,国庫支出金,114103042
880,1992,170003,石川県,5,12,国庫支出金,108944254
881,1992,180009,福井県,5,12,国庫支出金,99585014
882,1992,190004,山梨県,5,12,国庫支出金,100024572
883,1992,200000,長野県,5,12,国庫支出金,207236181
884,1992,210005,岐阜県,5,12,国庫支出金,157978281
885,1992,220001,静岡県,5,12,国庫支出金,215067326
886,1992,230006,愛知県,5,12,国庫支出金,276756106
887,1992,240001,三重県,5,12,国庫支出金,135701184
888,1992,250007,滋賀県,5,12,国庫支出金,98079211
889,1992,260002,京都府,5,12,国庫支出金,125861370
890,1992,270008,大阪府,5,12,国庫支出金,315415775
891,1992,280003,兵庫県,5,12,国庫支出金,294412411
892,1992,290009,奈良県,5,12,国庫支出金,90750714
893,1992,300004,和歌山県,5,12,国庫支出金,107091562
894,1992,310000,鳥取県,5,12,国庫支出金,81623642
895,1992,320005,島根県,5,12,国庫支出金,140266619
896,1992,330001,岡山県,5,12,国庫支出金,145941066
897,1992,340006,広島県,5,12,国庫支出金,212147443
898,1992,350001,山口県,5,12,国庫支出金,149999154
899,1992,360007,徳島県,5,12,国庫支出金,104112925
900,1992,370002,香川県,5,12,国庫支出金,74502132
901,1992,380008,愛媛県,5,12,国庫支出金,128438924
902,1992,390003,高知県,5,12,国庫支出金,128805326
903,1992,400009,福岡県,5,12,国庫支出金,290534192
904,1992,410004,佐賀県,5,12,国庫支出金,111792619
905,1992,420000,長崎県,5,12,国庫支出金,206505940
906,1992,430005,熊本県,5,12,国庫支出金,189650342
907,1992,440001,大分県,5,12,国庫支出金,155919884
908,1992,450006,宮崎県,5,12,国庫支出金,146489931
909,1992,460001,鹿児島県,5,12,国庫支出金,252331174
910,1992,470007,沖縄県,5,12,国庫支出金,195602811
911,1992,合計(全国),,5,12,国庫支出金,8786891298
912,1992,10006,北海道,5,23,（歳入合計）,2720141541
913,1992,20001,青森県,5,23,（歳入合計）,713003601
914,1992,30007,岩手県,5,23,（歳入合計）,738780443
915,1992,40002,宮城県,5,23,（歳入合計）,797463195
916,1992,50008,秋田県,5,23,（歳入合計）,657328569
917,1992,60003,山形県,5,23,（歳入合計）,635820565
918,1992,70009,福島県,5,23,（歳入合計）,871939041
919,1992,80004,茨城県,5,23,（歳入合計）,934083657
920,1992,90000,栃木県,5,23,（歳入合計）,696668264
921,1992,100005,群馬県,5,23,（歳入合計）,694547409
922,1992,110001,埼玉県,5,23,（歳入合計）,1450361166
923,1992,120006,千葉県,5,23,（歳入合計）,1371392706
924,1992,130001,東京都,5,23,（歳入合計）,6255265142
925,1992,140007,神奈川県,5,23,（歳入合計）,1685953806
926,1992,150002,新潟県,5,23,（歳入合計）,1169011582
927,1992,160008,富山県,5,23,（歳入合計）,573581573
928,1992,170003,石川県,5,23,（歳入合計）,541333408
929,1992,180009,福井県,5,23,（歳入合計）,468382915
930,1992,190004,山梨県,5,23,（歳入合計）,468288905
931,1992,200000,長野県,5,23,（歳入合計）,966521692
932,1992,210005,岐阜県,5,23,（歳入合計）,714455350
933,1992,220001,静岡県,5,23,（歳入合計）,1131303692
934,1992,230006,愛知県,5,23,（歳入合計）,1916131461
935,1992,240001,三重県,5,23,（歳入合計）,660524632
936,1992,250007,滋賀県,5,23,（歳入合計）,525021582
937,1992,260002,京都府,5,23,（歳入合計）,770382663
938,1992,270008,大阪府,5,23,（歳入合計）,2295439754
939,1992,280003,兵庫県,5,23,（歳入合計）,1563375781
940,1992,290009,奈良県,5,23,（歳入合計）,500070105
941,1992,300004,和歌山県,5,23,（歳入合計）,524796175
942,1992,310000,鳥取県,5,23,（歳入合計）,375901734
943,1992,320005,島根県,5,23,（歳入合計）,548238363
944,1992,330001,岡山県,5,23,（歳入合計）,750148587
945,1992,340006,広島県,5,23,（歳入合計）,977867340
946,1992,350001,山口県,5,23,（歳入合計）,677427859
947,1992,360007,徳島県,5,23,（歳入合計）,498589097
948,1992,370002,香川県,5,23,（歳入合計）,458413026
949,1992,380008,愛媛県,5,23,（歳入合計）,619890837
950,1992,390003,高知県,5,23,（歳入合計）,559205372
951,1992,400009,福岡県,5,23,（歳入合計）,1313547214
952,1992,410004,佐賀県,5,23,（歳入合計）,462306582
953,1992,420000,長崎県,5,23,（歳入合計）,724225348
954,1992,430005,熊本県,5,23,（歳入合計）,791722512
955,1992,440001,大分県,5,23,（歳入合計）,612095743
956,1992,450006,宮崎県,5,23,（歳入合計）,554067616
957,1992,460001,鹿児島県,5,23,（歳入合計）,859794404
958,1992,470007,沖縄県,5,23,（歳入合計）,561589651
959,1992,合計(全国),,5,23,（歳入合計）,46356401660
960,2004,10006,北海道,5,1,地方税,462387840
961,2004,20001,青森県,5,1,地方税,115152530
962,2004,30007,岩手県,5,1,地方税,106977210
963,2004,40002,宮城県,5,1,地方税,208390325
964,2004,50008,秋田県,5,1,地方税,83977682
965,2004,60003,山形県,5,1,地方税,93871432
966,2004,70009,福島県,5,1,地方税,188635533
967,2004,80004,茨城県,5,1,地方税,293197057
968,2004,90000,栃木県,5,1,地方税,217002245
969,2004,100005,群馬県,5,1,地方税,191659031
970,2004,110001,埼玉県,5,1,地方税,568847200
971,2004,120006,千葉県,5,1,地方税,495537302
972,2004,130001,東京都,5,1,地方税,3187978135
973,2004,140007,神奈川県,5,1,地方税,835899158
974,2004,150002,新潟県,5,1,地方税,217451299
975,2004,160008,富山県,5,1,地方税,102993191
976,2004,170003,石川県,5,1,地方税,111193527
977,2004,180009,福井県,5,1,地方税,89670391
978,2004,190004,山梨県,5,1,地方税,88879781
979,2004,200000,長野県,5,1,地方税,197405512
980,2004,210005,岐阜県,5,1,地方税,185135263
981,2004,220001,静岡県,5,1,地方税,408671328
982,2004,230006,愛知県,5,1,地方税,891232619
983,2004,240001,三重県,5,1,地方税,191435123
984,2004,250007,滋賀県,5,1,地方税,131220803
985,2004,260002,京都府,5,1,地方税,209948498
986,2004,270008,大阪府,5,1,地方税,904541194
987,2004,280003,兵庫県,5,1,地方税,450766062
988,2004,290009,奈良県,5,1,地方税,99245204
989,2004,300004,和歌山県,5,1,地方税,76076697
990,2004,310000,鳥取県,5,1,地方税,47629376
991,2004,320005,島根県,5,1,地方税,55397338
992,2004,330001,岡山県,5,1,地方税,168783015
993,2004,340006,広島県,5,1,地方税,248748343
994,2004,350001,山口県,5,1,地方税,133232590
995,2004,360007,徳島県,5,1,地方税,73147351
996,2004,370002,香川県,5,1,地方税,92186866
997,2004,380008,愛媛県,5,1,地方税,112426634
998,2004,390003,高知県,5,1,地方税,52513842
999,2004,400009,福岡県,5,1,地方税,416101770
1000,2004,410004,佐賀県,5,1,地方税,73174866
1001,2004,420000,長崎県,5,1,地方税,90662420
1002,2004,430005,熊本県,5,1,地方税,138477673
1003,2004,440001,大分県,5,1,地方税,93244127
1004,2004,450006,宮崎県,5,1,地方税,80076885
1005,2004,460001,鹿児島県,5,1,地方税,119883874
1006,2004,470007,沖縄県,5,1,地方税,82098334
1007,2004,合計(全国),,5,1,地方税,13483164476
1008,2004,10006,北海道,5,4,地方交付税,686714541
1009,2004,20001,青森県,5,4,地方交付税,232424619
1010,2004,30007,岩手県,5,4,地方交付税,238130618
1011,2004,40002,宮城県,5,4,地方交付税,182198527
1012,2004,50008,秋田県,5,4,地方交付税,209828203
1013,2004,60003,山形県,5,4,地方交付税,189875119
1014,2004,70009,福島県,5,4,地方交付税,238436174
1015,2004,80004,茨城県,5,4,地方交付税,188388891
1016,2004,90000,栃木県,5,4,地方交付税,156571505
1017,2004,100005,群馬県,5,4,地方交付税,155670245
1018,2004,110001,埼玉県,5,4,地方交付税,244543655
1019,2004,120006,千葉県,5,4,地方交付税,221913736
1020,2004,130001,東京都,5,4,地方交付税,0
1021,2004,140007,神奈川県,5,4,地方交付税,150123564
1022,2004,150002,新潟県,5,4,地方交付税,301537971
1023,2004,160008,富山県,5,4,地方交付税,141569932
1024,2004,170003,石川県,5,4,地方交付税,140150976
1025,2004,180009,福井県,5,4,地方交付税,131491567
1026,2004,190004,山梨県,5,4,地方交付税,132453572
1027,2004,200000,長野県,5,4,地方交付税,244001603
1028,2004,210005,岐阜県,5,4,地方交付税,192875924
1029,2004,220001,静岡県,5,4,地方交付税,165166684
1030,2004,230006,愛知県,5,4,地方交付税,73090945
1031,2004,240001,三重県,5,4,地方交付税,156957391
1032,2004,250007,滋賀県,5,4,地方交付税,125246277
1033,2004,260002,京都府,5,4,地方交付税,183534030
1034,2004,270008,大阪府,5,4,地方交付税,283229304
1035,2004,280003,兵庫県,5,4,地方交付税,389117208
1036,2004,290009,奈良県,5,4,地方交付税,146650347
1037,2004,300004,和歌山県,5,4,地方交付税,164448312
1038,2004,310000,鳥取県,5,4,地方交付税,129333652
1039,2004,320005,島根県,5,4,地方交付税,182187796
1040,2004,330001,岡山県,5,4,地方交付税,185677705
1041,2004,340006,広島県,5,4,地方交付税,213139779
1042,2004,350001,山口県,5,4,地方交付税,191255704
1043,2004,360007,徳島県,5,4,地方交付税,140170475
1044,2004,370002,香川県,5,4,地方交付税,117261970
1045,2004,380008,愛媛県,5,4,地方交付税,181663444
1046,2004,390003,高知県,5,4,地方交付税,169225124
1047,2004,400009,福岡県,5,4,地方交付税,288614174
1048,2004,410004,佐賀県,5,4,地方交付税,138377218
1049,2004,420000,長崎県,5,4,地方交付税,234185420
1050,2004,430005,熊本県,5,4,地方交付税,226358245
1051,2004,440001,大分県,5,4,地方交付税,187656817
1052,2004,450006,宮崎県,5,4,地方交付税,190959594
1053,2004,460001,鹿児島県,5,4,地方交付税,281576376
1054,2004,470007,沖縄県,5,4,地方交付税,184182658
1055,2004,合計(全国),,5,4,地方交付税,9308167591
1056,2004,10006,北海道,5,13,国庫支出金,482704297
1057,2004,20001,青森県,5,13,国庫支出金,136950523
1058,2004,30007,岩手県,5,13,国庫支出金,126319835
1059,2004,40002,宮城県,5,13,国庫支出金,118976142
1060,2004,50008,秋田県,5,13,国庫支出金,120252509
1061,2004,60003,山形県,5,13,国庫支出金,88436095
1062,2004,70009,福島県,5,13,国庫支出金,148897453
1063,2004,80004,茨城県,5,13,国庫支出金,154665363
1064,2004,90000,栃木県,5,13,国庫支出金,115788079
1065,2004,100005,群馬県,5,13,国庫支出金,100653447
1066,2004,110001,埼玉県,5,13,国庫支出金,210783423
1067,2004,120006,千葉県,5,13,国庫支出金,209419779
1068,2004,130001,東京都,5,13,国庫支出金,443010638
1069,2004,140007,神奈川県,5,13,国庫支出金,225230206
1070,2004,150002,新潟県,5,13,国庫支出金,245096349
1071,2004,160008,富山県,5,13,国庫支出金,73786891
1072,2004,170003,石川県,5,13,国庫支出金,88498845
1073,2004,180009,福井県,5,13,国庫支出金,99004671
1074,2004,190004,山梨県,5,13,国庫支出金,79818226
1075,2004,200000,長野県,5,13,国庫支出金,127838039
1076,2004,210005,岐阜県,5,13,国庫支出金,127085620
1077,2004,220001,静岡県,5,13,国庫支出金,174396464
1078,2004,230006,愛知県,5,13,国庫支出金,262495793
1079,2004,240001,三重県,5,13,国庫支出金,102082725
1080,2004,250007,滋賀県,5,13,国庫支出金,76984376
1081,2004,260002,京都府,5,13,国庫支出金,105233438
1082,2004,270008,大阪府,5,13,国庫支出金,306604879
1083,2004,280003,兵庫県,5,13,国庫支出金,259676590
1084,2004,290009,奈良県,5,13,国庫支出金,81486065
1085,2004,300004,和歌山県,5,13,国庫支出金,92251595
1086,2004,310000,鳥取県,5,13,国庫支出金,64715085
1087,2004,320005,島根県,5,13,国庫支出金,108511103
1088,2004,330001,岡山県,5,13,国庫支出金,114646643
1089,2004,340006,広島県,5,13,国庫支出金,175583317
1090,2004,350001,山口県,5,13,国庫支出金,128061391
1091,2004,360007,徳島県,5,13,国庫支出金,88506948
1092,2004,370002,香川県,5,13,国庫支出金,59503677
1093,2004,380008,愛媛県,5,13,国庫支出金,113180116
1094,2004,390003,高知県,5,13,国庫支出金,100476417
1095,2004,400009,福岡県,5,13,国庫支出金,247983805
1096,2004,410004,佐賀県,5,13,国庫支出金,78788609
1097,2004,420000,長崎県,5,13,国庫支出金,153944697
1098,2004,430005,熊本県,5,13,国庫支出金,143131240
1099,2004,440001,大分県,5,13,国庫支出金,113281236
1100,2004,450006,宮崎県,5,13,国庫支出金,118604977
1101,2004,460001,鹿児島県,5,13,国庫支出金,204139605
1102,2004,470007,沖縄県,5,13,国庫支出金,176122743
1103,2004,合計(全国),,5,13,国庫支出金,7173609964
1104,2004,10006,北海道,5,26,（歳入合計）,2533693636
1105,2004,20001,青森県,5,26,（歳入合計）,752970225
1106,2004,30007,岩手県,5,26,（歳入合計）,728256079
1107,2004,40002,宮城県,5,26,（歳入合計）,765453359
1108,2004,50008,秋田県,5,26,（歳入合計）,680659723
1109,2004,60003,山形県,5,26,（歳入合計）,596619701
1110,2004,70009,福島県,5,26,（歳入合計）,845780495
1111,2004,80004,茨城県,5,26,（歳入合計）,964631624
1112,2004,90000,栃木県,5,26,（歳入合計）,788505781
1113,2004,100005,群馬県,5,26,（歳入合計）,725960879
1114,2004,110001,埼玉県,5,26,（歳入合計）,1460954514
1115,2004,120006,千葉県,5,26,（歳入合計）,1365627528
1116,2004,130001,東京都,5,26,（歳入合計）,5260001216
1117,2004,140007,神奈川県,5,26,（歳入合計）,1615748496
1118,2004,150002,新潟県,5,26,（歳入合計）,1522619537
1119,2004,160008,富山県,5,26,（歳入合計）,533072284
1120,2004,170003,石川県,5,26,（歳入合計）,525830201
1121,2004,180009,福井県,5,26,（歳入合計）,493083278
1122,2004,190004,山梨県,5,26,（歳入合計）,471696261
1123,2004,200000,長野県,5,26,（歳入合計）,840133044
1124,2004,210005,岐阜県,5,26,（歳入合計）,757419298
1125,2004,220001,静岡県,5,26,（歳入合計）,1077863822
1126,2004,230006,愛知県,5,26,（歳入合計）,1986097619
1127,2004,240001,三重県,5,26,（歳入合計）,660968648
1128,2004,250007,滋賀県,5,26,（歳入合計）,504482127
1129,2004,260002,京都府,5,26,（歳入合計）,765864648
1130,2004,270008,大阪府,5,26,（歳入合計）,2498931286
1131,2004,280003,兵庫県,5,26,（歳入合計）,2017107154
1132,2004,290009,奈良県,5,26,（歳入合計）,472264983
1133,2004,300004,和歌山県,5,26,（歳入合計）,507924569
1134,2004,310000,鳥取県,5,26,（歳入合計）,398234239
1135,2004,320005,島根県,5,26,（歳入合計）,579405777
1136,2004,330001,岡山県,5,26,（歳入合計）,792680205
1137,2004,340006,広島県,5,26,（歳入合計）,944924461
1138,2004,350001,山口県,5,26,（歳入合計）,733114558
1139,2004,360007,徳島県,5,26,（歳入合計）,536069003
1140,2004,370002,香川県,5,26,（歳入合計）,456877391
1141,2004,380008,愛媛県,5,26,（歳入合計）,638510481
1142,2004,390003,高知県,5,26,（歳入合計）,484132986
1143,2004,400009,福岡県,5,26,（歳入合計）,1407135439
1144,2004,410004,佐賀県,5,26,（歳入合計）,426304230
1145,2004,420000,長崎県,5,26,（歳入合計）,715519561
1146,2004,430005,熊本県,5,26,（歳入合計）,738678104
1147,2004,440001,大分県,5,26,（歳入合計）,583656970
1148,2004,450006,宮崎県,5,26,（歳入合計）,596596115
1149,2004,460001,鹿児島県,5,26,（歳入合計）,845685419
1150,2004,470007,沖縄県,5,26,（歳入合計）,574057565
1151,2004,合計(全国),,5,26,（歳入合計）,46171804519
1152,2009,10006,北海道,5,1,地方税,486907308
1153,2009,20001,青森県,5,1,地方税,122214277
1154,2009,30007,岩手県,5,1,地方税,104824617
1155,2009,40002,宮城県,5,1,地方税,220451559
1156,2009,50008,秋田県,5,1,地方税,81895469
1157,2009,60003,山形県,5,1,地方税,90884206
1158,2009,70009,福島県,5,1,地方税,191057193
1159,2009,80004,茨城県,5,1,地方税,302975839
1160,2009,90000,栃木県,5,1,地方税,208015962
1161,2009,100005,群馬県,5,1,地方税,193005218
1162,2009,110001,埼玉県,5,1,地方税,649646273
1163,2009,120006,千葉県,5,1,地方税,585264628
1164,2009,130001,東京都,5,1,地方税,3178776947
1165,2009,140007,神奈川県,5,1,地方税,925394859
1166,2009,150002,新潟県,5,1,地方税,213177399
1167,2009,160008,富山県,5,1,地方税,106911850
1168,2009,170003,石川県,5,1,地方税,116049568
1169,2009,180009,福井県,5,1,地方税,87933072
1170,2009,190004,山梨県,5,1,地方税,81344507
1171,2009,200000,長野県,5,1,地方税,194985425
1172,2009,210005,岐阜県,5,1,地方税,195685906
1173,2009,220001,静岡県,5,1,地方税,386429334
1174,2009,230006,愛知県,5,1,地方税,850362435
1175,2009,240001,三重県,5,1,地方税,183827760
1176,2009,250007,滋賀県,5,1,地方税,132810692
1177,2009,260002,京都府,5,1,地方税,258172910
1178,2009,270008,大阪府,5,1,地方税,895509672
1179,2009,280003,兵庫県,5,1,地方税,521590470
1180,2009,290009,奈良県,5,1,地方税,109048423
1181,2009,300004,和歌山県,5,1,地方税,80017227
1182,2009,310000,鳥取県,5,1,地方税,46872812
1183,2009,320005,島根県,5,1,地方税,58561116
1184,2009,330001,岡山県,5,1,地方税,173393515
1185,2009,340006,広島県,5,1,地方税,275796626
1186,2009,350001,山口県,5,1,地方税,131576818
1187,2009,360007,徳島県,5,1,地方税,67482061
1188,2009,370002,香川県,5,1,地方税,98741307
1189,2009,380008,愛媛県,5,1,地方税,120422520
1190,2009,390003,高知県,5,1,地方税,55430375
1191,2009,400009,福岡県,5,1,地方税,443590102
1192,2009,410004,佐賀県,5,1,地方税,75718872
1193,2009,420000,長崎県,5,1,地方税,101867793
1194,2009,430005,熊本県,5,1,地方税,135821806
1195,2009,440001,大分県,5,1,地方税,95441262
1196,2009,450006,宮崎県,5,1,地方税,86760014
1197,2009,460001,鹿児島県,5,1,地方税,122045142
1198,2009,470007,沖縄県,5,1,地方税,91397431
1199,2009,合計(全国),,5,1,地方税,13936090577
1200,2009,10006,北海道,5,5,地方交付税,690243994
1201,2009,20001,青森県,5,5,地方交付税,209590017
1202,2009,30007,岩手県,5,5,地方交付税,213915310
1203,2009,40002,宮城県,5,5,地方交付税,172535880
1204,2009,50008,秋田県,5,5,地方交付税,182728777
1205,2009,60003,山形県,5,5,地方交付税,171862056
1206,2009,70009,福島県,5,5,地方交付税,211368270
1207,2009,80004,茨城県,5,5,地方交付税,166680652
1208,2009,90000,栃木県,5,5,地方交付税,127889381
1209,2009,100005,群馬県,5,5,地方交付税,130751906
1210,2009,110001,埼玉県,5,5,地方交付税,185186410
1211,2009,120006,千葉県,5,5,地方交付税,157873646
1212,2009,130001,東京都,5,5,地方交付税,0
1213,2009,140007,神奈川県,5,5,地方交付税,51674662
1214,2009,150002,新潟県,5,5,地方交付税,289128198
1215,2009,160008,富山県,5,5,地方交付税,115731904
1216,2009,170003,石川県,5,5,地方交付税,117120346
1217,2009,180009,福井県,5,5,地方交付税,109003757
1218,2009,190004,山梨県,5,5,地方交付税,111493692
1219,2009,200000,長野県,5,5,地方交付税,215260213
1220,2009,210005,岐阜県,5,5,地方交付税,166402891
1221,2009,220001,静岡県,5,5,地方交付税,148379314
1222,2009,230006,愛知県,5,5,地方交付税,41213054
1223,2009,240001,三重県,5,5,地方交付税,129180072
1224,2009,250007,滋賀県,5,5,地方交付税,91708923
1225,2009,260002,京都府,5,5,地方交付税,154401968
1226,2009,270008,大阪府,5,5,地方交付税,291212813
1227,2009,280003,兵庫県,5,5,地方交付税,307782100
1228,2009,290009,奈良県,5,5,地方交付税,131499545
1229,2009,300004,和歌山県,5,5,地方交付税,141675461
1230,2009,310000,鳥取県,5,5,地方交付税,113093694
1231,2009,320005,島根県,5,5,地方交付税,162027775
1232,2009,330001,岡山県,5,5,地方交付税,157708509
1233,2009,340006,広島県,5,5,地方交付税,184773013
1234,2009,350001,山口県,5,5,地方交付税,162022187
1235,2009,360007,徳島県,5,5,地方交付税,134202965
1236,2009,370002,香川県,5,5,地方交付税,95377577
1237,2009,380008,愛媛県,5,5,地方交付税,162653564
1238,2009,390003,高知県,5,5,地方交付税,156207434
1239,2009,400009,福岡県,5,5,地方交付税,276572806
1240,2009,410004,佐賀県,5,5,地方交付税,124157749
1241,2009,420000,長崎県,5,5,地方交付税,212300988
1242,2009,430005,熊本県,5,5,地方交付税,213181840
1243,2009,440001,大分県,5,5,地方交付税,160189525
1244,2009,450006,宮崎県,5,5,地方交付税,172372245
1245,2009,460001,鹿児島県,5,5,地方交付税,273863792
1246,2009,470007,沖縄県,5,5,地方交付税,189935157
1247,2009,合計(全国),,5,5,地方交付税,8184136032
1248,2009,10006,北海道,5,14,国庫支出金,536798855
1249,2009,20001,青森県,5,14,国庫支出金,165646651
1250,2009,30007,岩手県,5,14,国庫支出金,147327138
1251,2009,40002,宮城県,5,14,国庫支出金,146710641
1252,2009,50008,秋田県,5,14,国庫支出金,119027081
1253,2009,60003,山形県,5,14,国庫支出金,110062081
1254,2009,70009,福島県,5,14,国庫支出金,164358455
1255,2009,80004,茨城県,5,14,国庫支出金,183803319
1256,2009,90000,栃木県,5,14,国庫支出金,145602788
1257,2009,100005,群馬県,5,14,国庫支出金,135901018
1258,2009,110001,埼玉県,5,14,国庫支出金,248547100
1259,2009,120006,千葉県,5,14,国庫支出金,246666400
1260,2009,130001,東京都,5,14,国庫支出金,583975715
1261,2009,140007,神奈川県,5,14,国庫支出金,274645300
1262,2009,150002,新潟県,5,14,国庫支出金,226408268
1263,2009,160008,富山県,5,14,国庫支出金,102040979
1264,2009,170003,石川県,5,14,国庫支出金,112152442
1265,2009,180009,福井県,5,14,国庫支出金,105768477
1266,2009,190004,山梨県,5,14,国庫支出金,100100915
1267,2009,200000,長野県,5,14,国庫支出金,169036004
1268,2009,210005,岐阜県,5,14,国庫支出金,143558007
1269,2009,220001,静岡県,5,14,国庫支出金,203579275
1270,2009,230006,愛知県,5,14,国庫支出金,307178451
1271,2009,240001,三重県,5,14,国庫支出金,131473983
1272,2009,250007,滋賀県,5,14,国庫支出金,94664074
1273,2009,260002,京都府,5,14,国庫支出金,145684106
1274,2009,270008,大阪府,5,14,国庫支出金,389516280
1275,2009,280003,兵庫県,5,14,国庫支出金,284758569
1276,2009,290009,奈良県,5,14,国庫支出金,106026772
1277,2009,300004,和歌山県,5,14,国庫支出金,118776121
1278,2009,310000,鳥取県,5,14,国庫支出金,90039149
1279,2009,320005,島根県,5,14,国庫支出金,133382477
1280,2009,330001,岡山県,5,14,国庫支出金,131140730
1281,2009,340006,広島県,5,14,国庫支出金,182928442
1282,2009,350001,山口県,5,14,国庫支出金,143901233
1283,2009,360007,徳島県,5,14,国庫支出金,96840111
1284,2009,370002,香川県,5,14,国庫支出金,75338156
1285,2009,380008,愛媛県,5,14,国庫支出金,121977062
1286,2009,390003,高知県,5,14,国庫支出金,121656013
1287,2009,400009,福岡県,5,14,国庫支出金,318986706
1288,2009,410004,佐賀県,5,14,国庫支出金,107226636
1289,2009,420000,長崎県,5,14,国庫支出金,173794824
1290,2009,430005,熊本県,5,14,国庫支出金,192374890
1291,2009,440001,大分県,5,14,国庫支出金,142614512
1292,2009,450006,宮崎県,5,14,国庫支出金,124614314
1293,2009,460001,鹿児島県,5,14,国庫支出金,217382466
1294,2009,470007,沖縄県,5,14,国庫支出金,192792968
1295,2009,合計(全国),,5,14,国庫支出金,8516785954
1296,2009,10006,北海道,5,27,（歳入合計）,2653489439
1297,2009,20001,青森県,5,27,（歳入合計）,729683895
1298,2009,30007,岩手県,5,27,（歳入合計）,726993081
1299,2009,40002,宮城県,5,27,（歳入合計）,838913561
1300,2009,50008,秋田県,5,27,（歳入合計）,657057998
1301,2009,60003,山形県,5,27,（歳入合計）,606654104
1302,2009,70009,福島県,5,27,（歳入合計）,875155913
1303,2009,80004,茨城県,5,27,（歳入合計）,1129297350
1304,2009,90000,栃木県,5,27,（歳入合計）,783854144
1305,2009,100005,群馬県,5,27,（歳入合計）,829663928
1306,2009,110001,埼玉県,5,27,（歳入合計）,1590852055
1307,2009,120006,千葉県,5,27,（歳入合計）,1533643310
1308,2009,130001,東京都,5,27,（歳入合計）,5581000344
1309,2009,140007,神奈川県,5,27,（歳入合計）,1763670117
1310,2009,150002,新潟県,5,27,（歳入合計）,1151691342
1311,2009,160008,富山県,5,27,（歳入合計）,572872252
1312,2009,170003,石川県,5,27,（歳入合計）,542819251
1313,2009,180009,福井県,5,27,（歳入合計）,496099059
1314,2009,190004,山梨県,5,27,（歳入合計）,488392232
1315,2009,200000,長野県,5,27,（歳入合計）,865727815
1316,2009,210005,岐阜県,5,27,（歳入合計）,800745263
1317,2009,220001,静岡県,5,27,（歳入合計）,1124507595
1318,2009,230006,愛知県,5,27,（歳入合計）,2211736886
1319,2009,240001,三重県,5,27,（歳入合計）,703397763
1320,2009,250007,滋賀県,5,27,（歳入合計）,512246300
1321,2009,260002,京都府,5,27,（歳入合計）,891841107
1322,2009,270008,大阪府,5,27,（歳入合計）,2858616906
1323,2009,280003,兵庫県,5,27,（歳入合計）,2171679299
1324,2009,290009,奈良県,5,27,（歳入合計）,485459543
1325,2009,300004,和歌山県,5,27,（歳入合計）,550412578
1326,2009,310000,鳥取県,5,27,（歳入合計）,374578401
1327,2009,320005,島根県,5,27,（歳入合計）,578404542
1328,2009,330001,岡山県,5,27,（歳入合計）,726735484
