,決算年度,団体コード ,団体名,表番号,行番号,行名称,001:決算額
3199,2016,360007,徳島県,5,14,国庫支出金,53364622
3200,2016,370002,香川県,5,14,国庫支出金,45060635
3201,2016,380008,愛媛県,5,14,国庫支出金,75565477
3202,2016,390003,高知県,5,14,国庫支出金,69305427
3203,2016,400009,福岡県,5,14,国庫支出金,202826962
3204,2016,410004,佐賀県,5,14,国庫支出金,56931993
3205,2016,420000,長崎県,5,14,国庫支出金,112023744
3206,2016,430005,熊本県,5,14,国庫支出金,210533941
3207,2016,440001,大分県,5,14,国庫支出金,88290550
3208,2016,450006,宮崎県,5,14,国庫支出金,79742413
3209,2016,460001,鹿児島県,5,14,国庫支出金,138020317
3210,2016,470007,沖縄県,5,14,国庫支出金,236393025
3211,2016,合計(全国),,5,14,国庫支出金,6452535240
3212,2016,10006,北海道,5,27,（歳入合計）,2319457025
3213,2016,20001,青森県,5,27,（歳入合計）,670133359
3214,2016,30007,岩手県,5,27,（歳入合計）,1106790593
3215,2016,40002,宮城県,5,27,（歳入合計）,1331258792
3216,2016,50008,秋田県,5,27,（歳入合計）,585161131
3217,2016,60003,山形県,5,27,（歳入合計）,560234836
3218,2016,70009,福島県,5,27,（歳入合計）,2060128191
3219,2016,80004,茨城県,5,27,（歳入合計）,1034090861
3220,2016,90000,栃木県,5,27,（歳入合計）,723276289
3221,2016,100005,群馬県,5,27,（歳入合計）,697120478
3222,2016,110001,埼玉県,5,27,（歳入合計）,1595726727
3223,2016,120006,千葉県,5,27,（歳入合計）,1543037251
3224,2016,130001,東京都,5,27,（歳入合計）,5778204310
3225,2016,140007,神奈川県,5,27,（歳入合計）,1846422890
3226,2016,150002,新潟県,5,27,（歳入合計）,1007572554
3227,2016,160008,富山県,5,27,（歳入合計）,487374799
3228,2016,170003,石川県,5,27,（歳入合計）,544128049
3229,2016,180009,福井県,5,27,（歳入合計）,434596687
3230,2016,190004,山梨県,5,27,（歳入合計）,448269494
3231,2016,200000,長野県,5,27,（歳入合計）,776450654
3232,2016,210005,岐阜県,5,27,（歳入合計）,733614701
3233,2016,220001,静岡県,5,27,（歳入合計）,1063668649
3234,2016,230006,愛知県,5,27,（歳入合計）,2090344396
3235,2016,240001,三重県,5,27,（歳入合計）,664554273
3236,2016,250007,滋賀県,5,27,（歳入合計）,484400741
3237,2016,260002,京都府,5,27,（歳入合計）,841362802
3238,2016,270008,大阪府,5,27,（歳入合計）,2573578067
3239,2016,280003,兵庫県,5,27,（歳入合計）,1851666505
3240,2016,290009,奈良県,5,27,（歳入合計）,469657223
3241,2016,300004,和歌山県,5,27,（歳入合計）,523514382
3242,2016,310000,鳥取県,5,27,（歳入合計）,347172648
3243,2016,320005,島根県,5,27,（歳入合計）,492843956
3244,2016,330001,岡山県,5,27,（歳入合計）,643540432
3245,2016,340006,広島県,5,27,（歳入合計）,861759305
3246,2016,350001,山口県,5,27,（歳入合計）,614174053
3247,2016,360007,徳島県,5,27,（歳入合計）,463912982
3248,2016,370002,香川県,5,27,（歳入合計）,428296560
3249,2016,380008,愛媛県,5,27,（歳入合計）,595938045
3250,2016,390003,高知県,5,27,（歳入合計）,439288224
3251,2016,400009,福岡県,5,27,（歳入合計）,1582874701
3252,2016,410004,佐賀県,5,27,（歳入合計）,419934460
3253,2016,420000,長崎県,5,27,（歳入合計）,670390559
3254,2016,430005,熊本県,5,27,（歳入合計）,982407697
3255,2016,440001,大分県,5,27,（歳入合計）,550485688
3256,2016,450006,宮崎県,5,27,（歳入合計）,544431254
3257,2016,460001,鹿児島県,5,27,（歳入合計）,758644799
3258,2016,470007,沖縄県,5,27,（歳入合計）,724968925
3259,2016,合計(全国),,5,27,（歳入合計）,47966860997
3260,2011,10006,北海道,5,1,地方税,458955865
3261,2011,20001,青森県,5,1,地方税,116078774
3262,2011,30007,岩手県,5,1,地方税,98323377
3263,2011,40002,宮城県,5,1,地方税,193014211
3264,2011,50008,秋田県,5,1,地方税,76722608
3265,2011,60003,山形県,5,1,地方税,86925658
3266,2011,70009,福島県,5,1,地方税,168689651
3267,2011,80004,茨城県,5,1,地方税,288541266
3268,2011,90000,栃木県,5,1,地方税,196234578
3269,2011,100005,群馬県,5,1,地方税,186078469
3270,2011,110001,埼玉県,5,1,地方税,616561382
3271,2011,120006,千葉県,5,1,地方税,553689973
3272,2011,130001,東京都,5,1,地方税,3050396670
3273,2011,140007,神奈川県,5,1,地方税,880045458
3274,2011,150002,新潟県,5,1,地方税,199091441
3275,2011,160008,富山県,5,1,地方税,105468093
3276,2011,170003,石川県,5,1,地方税,109223394
3277,2011,180009,福井県,5,1,地方税,81315437
3278,2011,190004,山梨県,5,1,地方税,82508948
3279,2011,200000,長野県,5,1,地方税,185963775
3280,2011,210005,岐阜県,5,1,地方税,185479146
3281,2011,220001,静岡県,5,1,地方税,368336007
3282,2011,230006,愛知県,5,1,地方税,797234895
3283,2011,240001,三重県,5,1,地方税,183217221
3284,2011,250007,滋賀県,5,1,地方税,134093239
3285,2011,260002,京都府,5,1,地方税,226954969
3286,2011,270008,大阪府,5,1,地方税,841825390
3287,2011,280003,兵庫県,5,1,地方税,493590532
3288,2011,290009,奈良県,5,1,地方税,102496882
3289,2011,300004,和歌山県,5,1,地方税,74284795
3290,2011,310000,鳥取県,5,1,地方税,43846130
3291,2011,320005,島根県,5,1,地方税,55035751
3292,2011,330001,岡山県,5,1,地方税,163842104
3293,2011,340006,広島県,5,1,地方税,254977132
3294,2011,350001,山口県,5,1,地方税,125053348
3295,2011,360007,徳島県,5,1,地方税,63799594
3296,2011,370002,香川県,5,1,地方税,92771438
3297,2011,380008,愛媛県,5,1,地方税,113152190
3298,2011,390003,高知県,5,1,地方税,53075415
3299,2011,400009,福岡県,5,1,地方税,420425617
3300,2011,410004,佐賀県,5,1,地方税,67723622
3301,2011,420000,長崎県,5,1,地方税,95235028
3302,2011,430005,熊本県,5,1,地方税,132517658
3303,2011,440001,大分県,5,1,地方税,91292054
3304,2011,450006,宮崎県,5,1,地方税,81357811
3305,2011,460001,鹿児島県,5,1,地方税,115379318
3306,2011,470007,沖縄県,5,1,地方税,86489556
3307,2011,合計(全国),,5,1,地方税,13197315870
3308,2011,10006,北海道,5,5,地方交付税,701568775
3309,2011,20001,青森県,5,5,地方交付税,250279966
3310,2011,30007,岩手県,5,5,地方交付税,389699881
3311,2011,40002,宮城県,5,5,地方交付税,480790771
3312,2011,50008,秋田県,5,5,地方交付税,205074480
3313,2011,60003,山形県,5,5,地方交付税,190036285
3314,2011,70009,福島県,5,5,地方交付税,385319031
3315,2011,80004,茨城県,5,5,地方交付税,249091258
3316,2011,90000,栃木県,5,5,地方交付税,154019642
3317,2011,100005,群馬県,5,5,地方交付税,141931891
3318,2011,110001,埼玉県,5,5,地方交付税,207331411
3319,2011,120006,千葉県,5,5,地方交付税,193384897
3320,2011,130001,東京都,5,5,地方交付税,3517754
3321,2011,140007,神奈川県,5,5,地方交付税,87559717
3322,2011,150002,新潟県,5,5,地方交付税,306414559
3323,2011,160008,富山県,5,5,地方交付税,135079052
3324,2011,170003,石川県,5,5,地方交付税,137293761
3325,2011,180009,福井県,5,5,地方交付税,132291331
3326,2011,190004,山梨県,5,5,地方交付税,132659928
3327,2011,200000,長野県,5,5,地方交付税,233413398
3328,2011,210005,岐阜県,5,5,地方交付税,179835791
3329,2011,220001,静岡県,5,5,地方交付税,163950617
3330,2011,230006,愛知県,5,5,地方交付税,57788963
3331,2011,240001,三重県,5,5,地方交付税,141852849
3332,2011,250007,滋賀県,5,5,地方交付税,113164954
3333,2011,260002,京都府,5,5,地方交付税,173002387
3334,2011,270008,大阪府,5,5,地方交付税,297271924
3335,2011,280003,兵庫県,5,5,地方交付税,320660175
3336,2011,290009,奈良県,5,5,地方交付税,150061520
3337,2011,300004,和歌山県,5,5,地方交付税,166743250
3338,2011,310000,鳥取県,5,5,地方交付税,134967505
3339,2011,320005,島根県,5,5,地方交付税,184221016
3340,2011,330001,岡山県,5,5,地方交付税,171397464
3341,2011,340006,広島県,5,5,地方交付税,195872781
3342,2011,350001,山口県,5,5,地方交付税,179150088
3343,2011,360007,徳島県,5,5,地方交付税,150627539
3344,2011,370002,香川県,5,5,地方交付税,115750113
3345,2011,380008,愛媛県,5,5,地方交付税,171904636
3346,2011,390003,高知県,5,5,地方交付税,176058191
3347,2011,400009,福岡県,5,5,地方交付税,290551584
3348,2011,410004,佐賀県,5,5,地方交付税,143629512
3349,2011,420000,長崎県,5,5,地方交付税,225195166
3350,2011,430005,熊本県,5,5,地方交付税,224398019
3351,2011,440001,大分県,5,5,地方交付税,176698472
3352,2011,450006,宮崎県,5,5,地方交付税,188568366
3353,2011,460001,鹿児島県,5,5,地方交付税,278988571
3354,2011,470007,沖縄県,5,5,地方交付税,208593751
3355,2011,合計(全国),,5,5,地方交付税,9697662992
3356,2011,10006,北海道,5,14,国庫支出金,364982695
3357,2011,20001,青森県,5,14,国庫支出金,138497112
3358,2011,30007,岩手県,5,14,国庫支出金,419779572
3359,2011,40002,宮城県,5,14,国庫支出金,651133997
3360,2011,50008,秋田県,5,14,国庫支出金,88106849
3361,2011,60003,山形県,5,14,国庫支出金,83666637
3362,2011,70009,福島県,5,14,国庫支出金,1122002637
3363,2011,80004,茨城県,5,14,国庫支出金,177617127
3364,2011,90000,栃木県,5,14,国庫支出金,103018643
3365,2011,100005,群馬県,5,14,国庫支出金,90903553
3366,2011,110001,埼玉県,5,14,国庫支出金,177320976
3367,2011,120006,千葉県,5,14,国庫支出金,197506722
3368,2011,130001,東京都,5,14,国庫支出金,439963431
3369,2011,140007,神奈川県,5,14,国庫支出金,194597945
3370,2011,150002,新潟県,5,14,国庫支出金,153273222
3371,2011,160008,富山県,5,14,国庫支出金,64913529
3372,2011,170003,石川県,5,14,国庫支出金,73333208
3373,2011,180009,福井県,5,14,国庫支出金,74690680
3374,2011,190004,山梨県,5,14,国庫支出金,69947804
3375,2011,200000,長野県,5,14,国庫支出金,118887337
3376,2011,210005,岐阜県,5,14,国庫支出金,94154812
3377,2011,220001,静岡県,5,14,国庫支出金,137910687
3378,2011,230006,愛知県,5,14,国庫支出金,213008711
3379,2011,240001,三重県,5,14,国庫支出金,87520459
3380,2011,250007,滋賀県,5,14,国庫支出金,59248056
3381,2011,260002,京都府,5,14,国庫支出金,94696173
3382,2011,270008,大阪府,5,14,国庫支出金,248636138
3383,2011,280003,兵庫県,5,14,国庫支出金,209368003
3384,2011,290009,奈良県,5,14,国庫支出金,69517758
3385,2011,300004,和歌山県,5,14,国庫支出金,79205328
3386,2011,310000,鳥取県,5,14,国庫支出金,57201133
3387,2011,320005,島根県,5,14,国庫支出金,86281055
3388,2011,330001,岡山県,5,14,国庫支出金,80621125
3389,2011,340006,広島県,5,14,国庫支出金,124340083
3390,2011,350001,山口県,5,14,国庫支出金,84821936
3391,2011,360007,徳島県,5,14,国庫支出金,63281701
3392,2011,370002,香川県,5,14,国庫支出金,45922494
3393,2011,380008,愛媛県,5,14,国庫支出金,78812363
3394,2011,390003,高知県,5,14,国庫支出金,73522390
3395,2011,400009,福岡県,5,14,国庫支出金,206321001
3396,2011,410004,佐賀県,5,14,国庫支出金,67327177
3397,2011,420000,長崎県,5,14,国庫支出金,117310918
3398,2011,430005,熊本県,5,14,国庫支出金,122557990
3399,2011,440001,大分県,5,14,国庫支出金,87505789
3400,2011,450006,宮崎県,5,14,国庫支出金,94294972
3401,2011,460001,鹿児島県,5,14,国庫支出金,146805571
3402,2011,470007,沖縄県,5,14,国庫支出金,161304967
3403,2011,合計(全国),,5,14,国庫支出金,7795642466
3404,2011,10006,北海道,5,27,（歳入合計）,2432704623
3405,2011,20001,青森県,5,27,（歳入合計）,771102188
3406,2011,30007,岩手県,5,27,（歳入合計）,1338741702
3407,2011,40002,宮城県,5,27,（歳入合計）,1939047880
3408,2011,50008,秋田県,5,27,（歳入合計）,652949203
3409,2011,60003,山形県,5,27,（歳入合計）,595967498
3410,2011,70009,福島県,5,27,（歳入合計）,2263841857
3411,2011,80004,茨城県,5,27,（歳入合計）,1161231249
3412,2011,90000,栃木県,5,27,（歳入合計）,771214110
3413,2011,100005,群馬県,5,27,（歳入合計）,756947971
3414,2011,110001,埼玉県,5,27,（歳入合計）,1554315851
3415,2011,120006,千葉県,5,27,（歳入合計）,1630261017
3416,2011,130001,東京都,5,27,（歳入合計）,5148004814
3417,2011,140007,神奈川県,5,27,（歳入合計）,1743239434
3418,2011,150002,新潟県,5,27,（歳入合計）,1105447728
3419,2011,160008,富山県,5,27,（歳入合計）,560818934
3420,2011,170003,石川県,5,27,（歳入合計）,580734326
3421,2011,180009,福井県,5,27,（歳入合計）,480359918
3422,2011,190004,山梨県,5,27,（歳入合計）,489555706
3423,2011,200000,長野県,5,27,（歳入合計）,845808620
3424,2011,210005,岐阜県,5,27,（歳入合計）,736786713
3425,2011,220001,静岡県,5,27,（歳入合計）,1064634689
3426,2011,230006,愛知県,5,27,（歳入合計）,2051809511
3427,2011,240001,三重県,5,27,（歳入合計）,675737395
3428,2011,250007,滋賀県,5,27,（歳入合計）,482036365
3429,2011,260002,京都府,5,27,（歳入合計）,877083809
3430,2011,270008,大阪府,5,27,（歳入合計）,2718810168
3431,2011,280003,兵庫県,5,27,（歳入合計）,2088942404
3432,2011,290009,奈良県,5,27,（歳入合計）,483297094
3433,2011,300004,和歌山県,5,27,（歳入合計）,546653408
3434,2011,310000,鳥取県,5,27,（歳入合計）,351847009
3435,2011,320005,島根県,5,27,（歳入合計）,544006519
3436,2011,330001,岡山県,5,27,（歳入合計）,683771425
3437,2011,340006,広島県,5,27,（歳入合計）,882361105
3438,2011,350001,山口県,5,27,（歳入合計）,697912681
3439,2011,360007,徳島県,5,27,（歳入合計）,475995441
3440,2011,370002,香川県,5,27,（歳入合計）,417881400
3441,2011,380008,愛媛県,5,27,（歳入合計）,610805992
3442,2011,390003,高知県,5,27,（歳入合計）,453374374
3443,2011,400009,福岡県,5,27,（歳入合計）,1521243202
3444,2011,410004,佐賀県,5,27,（歳入合計）,445011474
3445,2011,420000,長崎県,5,27,（歳入合計）,682244015
3446,2011,430005,熊本県,5,27,（歳入合計）,746796305
3447,2011,440001,大分県,5,27,（歳入合計）,562951318
3448,2011,450006,宮崎県,5,27,（歳入合計）,585589663
3449,2011,460001,鹿児島県,5,27,（歳入合計）,778696222
3450,2011,470007,沖縄県,5,27,（歳入合計）,619758452
3451,2011,合計(全国),,5,27,（歳入合計）,49608332782
3452,1997,10006,北海道,5,1,地方税,513907630
3453,1997,20001,青森県,5,1,地方税,112157465
3454,1997,30007,岩手県,5,1,地方税,119638508
3455,1997,40002,宮城県,5,1,地方税,237986340
3456,1997,50008,秋田県,5,1,地方税,102116850
3457,1997,60003,山形県,5,1,地方税,106375868
3458,1997,70009,福島県,5,1,地方税,222841756
3459,1997,80004,茨城県,5,1,地方税,312969753
3460,1997,90000,栃木県,5,1,地方税,222837785
3461,1997,100005,群馬県,5,1,地方税,210634168
3462,1997,110001,埼玉県,5,1,地方税,619358483
3463,1997,120006,千葉県,5,1,地方税,538458114
3464,1997,130001,東京都,5,1,地方税,3449577788
3465,1997,140007,神奈川県,5,1,地方税,889478221
3466,1997,150002,新潟県,5,1,地方税,261947641
3467,1997,160008,富山県,5,1,地方税,125915313
3468,1997,170003,石川県,5,1,地方税,131267828
3469,1997,180009,福井県,5,1,地方税,108718434
3470,1997,190004,山梨県,5,1,地方税,92419276
3471,1997,200000,長野県,5,1,地方税,233666663
3472,1997,210005,岐阜県,5,1,地方税,215167111
3473,1997,220001,静岡県,5,1,地方税,476865585
3474,1997,230006,愛知県,5,1,地方税,1014399076
3475,1997,240001,三重県,5,1,地方税,215457090
3476,1997,250007,滋賀県,5,1,地方税,152264215
3477,1997,260002,京都府,5,1,地方税,265972261
3478,1997,270008,大阪府,5,1,地方税,1058230508
3479,1997,280003,兵庫県,5,1,地方税,540974877
3480,1997,290009,奈良県,5,1,地方税,111248745
3481,1997,300004,和歌山県,5,1,地方税,88269136
3482,1997,310000,鳥取県,5,1,地方税,53242864
3483,1997,320005,島根県,5,1,地方税,64556549
3484,1997,330001,岡山県,5,1,地方税,189789786
3485,1997,340006,広島県,5,1,地方税,276020144
3486,1997,350001,山口県,5,1,地方税,150584378
3487,1997,360007,徳島県,5,1,地方税,72692958
3488,1997,370002,香川県,5,1,地方税,103399746
3489,1997,380008,愛媛県,5,1,地方税,137266166
3490,1997,390003,高知県,5,1,地方税,60343319
3491,1997,400009,福岡県,5,1,地方税,429325914
3492,1997,410004,佐賀県,5,1,地方税,79856468
3493,1997,420000,長崎県,5,1,地方税,109577945
3494,1997,430005,熊本県,5,1,地方税,145859828
3495,1997,440001,大分県,5,1,地方税,100405221
3496,1997,450006,宮崎県,5,1,地方税,86868141
3497,1997,460001,鹿児島県,5,1,地方税,131781028
3498,1997,470007,沖縄県,5,1,地方税,79609030
3499,1997,合計(全国),,5,1,地方税,15022301973
3500,1997,10006,北海道,5,3,地方交付税,721523442
3501,1997,20001,青森県,5,3,地方交付税,245050955
3502,1997,30007,岩手県,5,3,地方交付税,247568052
3503,1997,40002,宮城県,5,3,地方交付税,172993782
3504,1997,50008,秋田県,5,3,地方交付税,221261785
3505,1997,60003,山形県,5,3,地方交付税,202387702
3506,1997,70009,福島県,5,3,地方交付税,222630844
3507,1997,80004,茨城県,5,3,地方交付税,187130069
3508,1997,90000,栃木県,5,3,地方交付税,148468152
3509,1997,100005,群馬県,5,3,地方交付税,138725739
3510,1997,110001,埼玉県,5,3,地方交付税,196616682
3511,1997,120006,千葉県,5,3,地方交付税,164979616
3512,1997,130001,東京都,5,3,地方交付税,0
3513,1997,140007,神奈川県,5,3,地方交付税,54521583
3514,1997,150002,新潟県,5,3,地方交付税,277829330
3515,1997,160008,富山県,5,3,地方交付税,149655507
3516,1997,170003,石川県,5,3,地方交付税,136892674
3517,1997,180009,福井県,5,3,地方交付税,132135178
3518,1997,190004,山梨県,5,3,地方交付税,141088775
3519,1997,200000,長野県,5,3,地方交付税,217359103
3520,1997,210005,岐阜県,5,3,地方交付税,174686630
3521,1997,220001,静岡県,5,3,地方交付税,127022015
3522,1997,230006,愛知県,5,3,地方交付税,4786395
3523,1997,240001,三重県,5,3,地方交付税,160972910
3524,1997,250007,滋賀県,5,3,地方交付税,117983957
3525,1997,260002,京都府,5,3,地方交付税,149014598
3526,1997,270008,大阪府,5,3,地方交付税,57816452
3527,1997,280003,兵庫県,5,3,地方交付税,286427743
3528,1997,290009,奈良県,5,3,地方交付税,156642568
3529,1997,300004,和歌山県,5,3,地方交付税,181023749
3530,1997,310000,鳥取県,5,3,地方交付税,145190395
3531,1997,320005,島根県,5,3,地方交付税,196522495
3532,1997,330001,岡山県,5,3,地方交付税,187968030
3533,1997,340006,広島県,5,3,地方交付税,208265076
3534,1997,350001,山口県,5,3,地方交付税,178856657
3535,1997,360007,徳島県,5,3,地方交付税,165878365
3536,1997,370002,香川県,5,3,地方交付税,126993534
3537,1997,380008,愛媛県,5,3,地方交付税,188508232
3538,1997,390003,高知県,5,3,地方交付税,198134297
3539,1997,400009,福岡県,5,3,地方交付税,273050792
3540,1997,410004,佐賀県,5,3,地方交付税,152833838
3541,1997,420000,長崎県,5,3,地方交付税,236205096
3542,1997,430005,熊本県,5,3,地方交付税,233959138
3543,1997,440001,大分県,5,3,地方交付税,202744753
3544,1997,450006,宮崎県,5,3,地方交付税,206397749
3545,1997,460001,鹿児島県,5,3,地方交付税,272764209
3546,1997,470007,沖縄県,5,3,地方交付税,207585066
3547,1997,合計(全国),,5,3,地方交付税,8777053709
3548,1997,10006,北海道,5,12,国庫支出金,674117563
3549,1997,20001,青森県,5,12,国庫支出金,193462295
3550,1997,30007,岩手県,5,12,国庫支出金,198924466
3551,1997,40002,宮城県,5,12,国庫支出金,187311177
3552,1997,50008,秋田県,5,12,国庫支出金,174529610
3553,1997,60003,山形県,5,12,国庫支出金,150690360
3554,1997,70009,福島県,5,12,国庫支出金,229610342
3555,1997,80004,茨城県,5,12,国庫支出金,194347051
3556,1997,90000,栃木県,5,12,国庫支出金,143103614
3557,1997,100005,群馬県,5,12,国庫支出金,143368748
3558,1997,110001,埼玉県,5,12,国庫支出金,276985006
3559,1997,120006,千葉県,5,12,国庫支出金,272942867
3560,1997,130001,東京都,5,12,国庫支出金,496545460
3561,1997,140007,神奈川県,5,12,国庫支出金,269325089
3562,1997,150002,新潟県,5,12,国庫支出金,333694038
3563,1997,160008,富山県,5,12,国庫支出金,113676151
3564,1997,170003,石川県,5,12,国庫支出金,119172379
3565,1997,180009,福井県,5,12,国庫支出金,115124295
3566,1997,190004,山梨県,5,12,国庫支出金,104808785
3567,1997,200000,長野県,5,12,国庫支出金,214472329
3568,1997,210005,岐阜県,5,12,国庫支出金,167664120
3569,1997,220001,静岡県,5,12,国庫支出金,213811335
3570,1997,230006,愛知県,5,12,国庫支出金,305005725
3571,1997,240001,三重県,5,12,国庫支出金,139110502
3572,1997,250007,滋賀県,5,12,国庫支出金,101665367
3573,1997,260002,京都府,5,12,国庫支出金,129697304
3574,1997,270008,大阪府,5,12,国庫支出金,374576864
3575,1997,280003,兵庫県,5,12,国庫支出金,398177395
3576,1997,290009,奈良県,5,12,国庫支出金,101726052
3577,1997,300004,和歌山県,5,12,国庫支出金,111280867
3578,1997,310000,鳥取県,5,12,国庫支出金,89982999
3579,1997,320005,島根県,5,12,国庫支出金,149283517
3580,1997,330001,岡山県,5,12,国庫支出金,147098335
3581,1997,340006,広島県,5,12,国庫支出金,217743734
3582,1997,350001,山口県,5,12,国庫支出金,157227327
3583,1997,360007,徳島県,5,12,国庫支出金,113473177
3584,1997,370002,香川県,5,12,国庫支出金,74517877
3585,1997,380008,愛媛県,5,12,国庫支出金,133502690
3586,1997,390003,高知県,5,12,国庫支出金,137980724
3587,1997,400009,福岡県,5,12,国庫支出金,284416675
3588,1997,410004,佐賀県,5,12,国庫支出金,111237017
3589,1997,420000,長崎県,5,12,国庫支出金,202742529
3590,1997,430005,熊本県,5,12,国庫支出金,192546427
3591,1997,440001,大分県,5,12,国庫支出金,151968960
3592,1997,450006,宮崎県,5,12,国庫支出金,163772475
3593,1997,460001,鹿児島県,5,12,国庫支出金,286537650
3594,1997,470007,沖縄県,5,12,国庫支出金,224178097
3595,1997,合計(全国),,5,12,国庫支出金,9487137366
3596,1997,10006,北海道,5,24,（歳入合計）,3066487082
3597,1997,20001,青森県,5,24,（歳入合計）,842562166
3598,1997,30007,岩手県,5,24,（歳入合計）,905418496
3599,1997,40002,宮城県,5,24,（歳入合計）,900433303
3600,1997,50008,秋田県,5,24,（歳入合計）,769636002
3601,1997,60003,山形県,5,24,（歳入合計）,724954693
3602,1997,70009,福島県,5,24,（歳入合計）,1006889459
3603,1997,80004,茨城県,5,24,（歳入合計）,1111278325
3604,1997,90000,栃木県,5,24,（歳入合計）,787125311
3605,1997,100005,群馬県,5,24,（歳入合計）,761808281
3606,1997,110001,埼玉県,5,24,（歳入合計）,1734185606
3607,1997,120006,千葉県,5,24,（歳入合計）,1515352073
3608,1997,130001,東京都,5,24,（歳入合計）,5765964719
3609,1997,140007,神奈川県,5,24,（歳入合計）,1671903592
3610,1997,150002,新潟県,5,24,（歳入合計）,1289807321
3611,1997,160008,富山県,5,24,（歳入合計）,605231584
3612,1997,170003,石川県,5,24,（歳入合計）,611286254
3613,1997,180009,福井県,5,24,（歳入合計）,542726384
3614,1997,190004,山梨県,5,24,（歳入合計）,532645391
3615,1997,200000,長野県,5,24,（歳入合計）,1061752129
3616,1997,210005,岐阜県,5,24,（歳入合計）,828669929
3617,1997,220001,静岡県,5,24,（歳入合計）,1283920575
3618,1997,230006,愛知県,5,24,（歳入合計）,2110931857
3619,1997,240001,三重県,5,24,（歳入合計）,781337081
3620,1997,250007,滋賀県,5,24,（歳入合計）,610618206
3621,1997,260002,京都府,5,24,（歳入合計）,821358934
3622,1997,270008,大阪府,5,24,（歳入合計）,2331035876
3623,1997,280003,兵庫県,5,24,（歳入合計）,2029279523
3624,1997,290009,奈良県,5,24,（歳入合計）,541861842
3625,1997,300004,和歌山県,5,24,（歳入合計）,595389221
3626,1997,310000,鳥取県,5,24,（歳入合計）,444289546
3627,1997,320005,島根県,5,24,（歳入合計）,626406243
3628,1997,330001,岡山県,5,24,（歳入合計）,789359670
3629,1997,340006,広島県,5,24,（歳入合計）,1024521305
3630,1997,350001,山口県,5,24,（歳入合計）,779985428
3631,1997,360007,徳島県,5,24,（歳入合計）,574098380
3632,1997,370002,香川県,5,24,（歳入合計）,538049486
3633,1997,380008,愛媛県,5,24,（歳入合計）,717374525
3634,1997,390003,高知県,5,24,（歳入合計）,628630312
3635,1997,400009,福岡県,5,24,（歳入合計）,1447798600
3636,1997,410004,佐賀県,5,24,（歳入合計）,491744675
3637,1997,420000,長崎県,5,24,（歳入合計）,809086582
3638,1997,430005,熊本県,5,24,（歳入合計）,1020654260
3639,1997,440001,大分県,5,24,（歳入合計）,681649008
3640,1997,450006,宮崎県,5,24,（歳入合計）,664355873
3641,1997,460001,鹿児島県,5,24,（歳入合計）,1014313159
3642,1997,470007,沖縄県,5,24,（歳入合計）,643040797
3643,1997,合計(全国),,5,24,（歳入合計）,51037209064
3644,1991,10006,北海道,5,1,地方税,513921496
3645,1991,20001,青森県,5,1,地方税,96084741
3646,1991,30007,岩手県,5,1,地方税,104347514
3647,1991,40002,宮城県,5,1,地方税,226450984
3648,1991,50008,秋田県,5,1,地方税,84637681
3649,1991,60003,山形県,5,1,地方税,96031758
3650,1991,70009,福島県,5,1,地方税,209352848
3651,1991,80004,茨城県,5,1,地方税,322297910
3652,1991,90000,栃木県,5,1,地方税,231747695
3653,1991,100005,群馬県,5,1,地方税,220804097
3654,1991,110001,埼玉県,5,1,地方税,624510271
3655,1991,120006,千葉県,5,1,地方税,575090356
3656,1991,130001,東京都,5,1,地方税,4016939149
3657,1991,140007,神奈川県,5,1,地方税,999462679
3658,1991,150002,新潟県,5,1,地方税,249879781
3659,1991,160008,富山県,5,1,地方税,131284481
3660,1991,170003,石川県,5,1,地方税,133035538
3661,1991,180009,福井県,5,1,地方税,103897936
3662,1991,190004,山梨県,5,1,地方税,97767160
3663,1991,200000,長野県,5,1,地方税,234820644
3664,1991,210005,岐阜県,5,1,地方税,223572135
3665,1991,220001,静岡県,5,1,地方税,487385605
3666,1991,230006,愛知県,5,1,地方税,1058133355
3667,1991,240001,三重県,5,1,地方税,200430307
3668,1991,250007,滋賀県,5,1,地方税,146341043
3669,1991,260002,京都府,5,1,地方税,310729929
3670,1991,270008,大阪府,5,1,地方税,1344915997
3671,1991,280003,兵庫県,5,1,地方税,606538656
3672,1991,290009,奈良県,5,1,地方税,114744061
3673,1991,300004,和歌山県,5,1,地方税,93259707
3674,1991,310000,鳥取県,5,1,地方税,48592389
3675,1991,320005,島根県,5,1,地方税,60355862
3676,1991,330001,岡山県,5,1,地方税,200291870
3677,1991,340006,広島県,5,1,地方税,301253271
3678,1991,350001,山口県,5,1,地方税,150903260
3679,1991,360007,徳島県,5,1,地方税,67006014
3680,1991,370002,香川県,5,1,地方税,110182141
3681,1991,380008,愛媛県,5,1,地方税,123356950
3682,1991,390003,高知県,5,1,地方税,57259373
3683,1991,400009,福岡県,5,1,地方税,435423224
3684,1991,410004,佐賀県,5,1,地方税,68764672
3685,1991,420000,長崎県,5,1,地方税,100019925
3686,1991,430005,熊本県,5,1,地方税,130739549
3687,1991,440001,大分県,5,1,地方税,99770369
3688,1991,450006,宮崎県,5,1,地方税,77361507
3689,1991,460001,鹿児島県,5,1,地方税,114744189
3690,1991,470007,沖縄県,5,1,地方税,70669327
3691,1991,合計(全国),,5,1,地方税,16075109406
3692,1991,10006,北海道,5,3,地方交付税,773839752
